3933,523630.637,3047111.681,658.522,WL
3932,523621.885,3047110.465,664.277,WL
3931,523615.924,3047109.934,667.14,WL
3930,523609.387,3047108.63,671.069,WL
3929,523597.019,3047107.442,675.152,WL
3928,523590.125,3047106.17,677.658,WL
3927,523578.408,3047106.849,675.955,WL
3926,523569.322,3047106.243,675.57,WL
3925,523562.668,3047108.774,669.3,WL
3924,523543.493,3047110.89,658.206,WL
3923,523535.959,3047110.982,654.185,WL
3922,523521.615,3047111.55,643.832,WL
3921,523511.718,3047111.275,637.195,WL
3920,523501.624,3047111.649,637.338,WL
3919,523495.601,3047113.151,636.994,WL
3918,523480.96,3047112.262,637.227,WL
3917,523475.724,3047110.261,637.169,WL
3916,523463.829,3047109.556,636.976,WL
3915,523456.102,3047108.567,636.961,WL
3914,523447.301,3047107.623,636.746,WL
3913,523436.763,3047108.337,636.526,WL
3912,523422.94,3047108.873,636.393,WL
3911,523415.411,3047106.961,636.475,WL
3910,523410.071,3047107.463,636.19,WL
3909,523407.091,3047106.76,636.327,WL
3908,523397.751,3047108.846,635.743,WL
3907,523386.574,3047109.206,635.85,WL
5296,523173.415,3047310.312,777.001,TREE
4080,523631.825,3047122.122,645.954,TREE
5695,523461.096,3047675.622,1019.951,TK
5694,523461.217,3047667.099,1016.897,TK
5693,523457.62,3047661.404,1014.743,TK
5689,523453.07,3047653.092,1010.214,TK
5688,523451.429,3047645.297,1007.056,TK
5678,523450.477,3047622.967,1002.516,TK
5677,523456.421,3047609.305,999.814,TK
5676,523453.838,3047616.786,1001.64,TK
5650,523460.12,3047603.984,997.633,TK
5646,523458.542,3047594.328,993.821,TK
5643,523453.015,3047589.538,990.154,TK
5637,523454.684,3047575.679,984.567,TK
5635,523451.621,3047573.784,981.504,TK
5632,523459.202,3047563.437,979.26,TK
5630,523463.795,3047557.721,977.482,TK
5628,523456.233,3047568.65,980.289,TK
5627,523462.81,3047552.86,974.951,TK
5616,523453.023,3047534.725,961.498,TK
5615,523453.264,3047528.846,959.21,TK
5604,523464.294,3047546.406,972.018,TK
5603,523459.533,3047542.415,967.504,TK
5583,523441.008,3047523.9,950.85,TK
5582,523445.812,3047517.067,950.76,TK
5572,523444.957,3047510.532,949.435,TK
5554,523435.249,3047504.377,944.381,TK
5550,523432.76,3047496.533,941.815,TK
5546,523430.625,3047492.136,939.497,TK
5544,523424.692,3047486.881,936.339,TK
5541,523424.2,3047474.683,931.747,TK
5538,523424.483,3047481.224,933.958,TK
5529,523420.686,3047470.377,929.386,TK
5528,523417.524,3047461.821,924.3,TK
5523,523412.415,3047463.077,921.643,TK
5521,523411.554,3047459.684,920.444,TK
5482,523357.293,3047405.514,829.499,TK
5481,523329.598,3047423.171,819.651,TK
5480,523258.473,3047471.346,792.438,TK
5479,523258.367,3047471.345,792.48,TK
5478,523207.594,3047430.241,790.347,TK
5384,523330.748,3047423.958,819.485,TK
5383,523317.604,3047429.123,815.77,TK
5381,523318.654,3047423.075,813.126,TK
5380,523312.985,3047425.961,810.819,TK
5378,523307.835,3047425.217,807.751,TK
5376,523307.351,3047420.504,805.345,TK
5375,523301.994,3047422.98,803.167,TK
5250,523165.88,3047305.192,773.889,TK
5249,523165.612,3047298.093,771.916,TK
5238,523172.9,3047293.932,770.219,TK
5237,523164.8,3047288.338,766.919,TK
5236,523157.778,3047288.98,764.083,TK
5235,523159.02,3047284.98,763.338,TK
5234,523154.476,3047286.573,762.292,TK
5233,523154.813,3047282.148,760.474,TK
5232,523150.035,3047280.903,759.174,TK
5231,523152.229,3047278.032,758.528,TK
5230,523146.034,3047274.078,755.652,TK
5229,523180.03,3047325.723,779.771,TK
5228,523150.279,3047269.404,753.919,TK
5227,523140.736,3047264.631,750.397,TK
5226,523145.297,3047261.205,748.562,TK
5225,523181.793,3047315.345,778.13,TK
5224,523175.43,3047307.399,775.694,TK
5223,523136.137,3047254.328,743.811,TK
5222,523169.397,3047306.134,774.994,TK
5218,523147.842,3047257.982,747.078,TK
5217,523145.341,3047256.3,746.026,TK
5216,523143.69,3047249.002,741.175,TK
5215,523148.117,3047245.335,739.508,TK
5214,523145.593,3047234.866,734.05,TK
5212,523142.399,3047231.863,732.267,TK
5211,523136.411,3047230.772,730.212,TK
5209,523133.861,3047228.206,728.721,TK
5208,523135.36,3047226.479,727.481,TK
5206,523133.76,3047223.649,726.358,TK
5204,523136.967,3047218.555,724.336,TK
5203,523129.123,3047220.103,722.397,TK
5201,523130.825,3047214.165,719.526,TK
5200,523132.702,3047212.056,718.256,TK
5199,523125.295,3047210.657,716.125,TK
5197,523122.893,3047203.173,713.3,TK
5196,523119.561,3047204.466,712.24,TK
5137,523119.593,3047200.472,710.927,TK
5136,523117.86,3047195.908,707.419,TK
5135,523117.643,3047192.836,705.412,TK
5134,523115.517,3047190.481,702.169,TK
5133,523112.841,3047184.813,697.591,TK
5132,523115.442,3047181.942,695.614,TK
5131,523111.217,3047179.906,692.84,TK
5130,523107.653,3047178.243,690.432,TK
5126,523112.123,3047164.446,680.215,TK
5119,523108.639,3047158.927,676.077,TK
5118,523071.857,3047185.261,665.203,TK
5117,523098.42,3047156.932,671.399,TK
5116,523080.345,3047174.475,667.845,TK
5115,523085.074,3047164.235,666.562,TK
5114,523097.767,3047153.019,669.229,TK
5113,523097.775,3047153.04,669.235,TK
5112,523093.177,3047157.303,667.548,TK
4540,523180.142,3047320.33,779.118,TK
4539,523174.983,3047339.777,783.123,TK
4538,523160.3,3047390.44,795.073,TK
4537,523166.953,3047410.364,792.406,TK
4536,523223.647,3047457.738,791.479,TK
4535,523176.665,3047338.22,782.62,TK
4534,523175.319,3047352.88,786.337,TK
4533,523173.531,3047412.509,790.189,TK
4532,523200.384,3047416.396,787.402,TK
4531,523210.415,3047434.705,790.599,TK
4530,523219.557,3047449.17,790.284,TK
3769,523368.007,3047396.078,834.36,TK
3768,523368.656,3047399.691,836.289,TK
3767,523370.694,3047406.692,839.938,TK
3766,523372.302,3047409.582,841.159,TK
3765,523375.445,3047405.035,844.163,TK
3757,523380.667,3047389.097,849.993,TK
3756,523378.533,3047396.223,847.942,TK
3755,523375.851,3047400.819,845.657,TK
3742,523380.154,3047378.174,853.01,TK
3741,523382.99,3047378.736,854.148,TK
3740,523386.063,3047378.114,854.986,TK
3711,523394.73,3047374.346,856.794,TK
3709,523389.807,3047373.97,856.172,TK
3704,523405.986,3047380.668,862.302,TK
3703,523399.102,3047376.337,857.648,TK
3671,523416.468,3047383.453,864.672,TK
3670,523411.558,3047381.928,863.848,TK
3663,523435.022,3047398.833,867.575,TK
3662,523442.984,3047403.845,868.983,TK
3661,523427.543,3047395.509,865.919,TK
3660,523448.954,3047406.315,871.087,TK
3659,523421.924,3047389.548,866.175,TK
3658,523455.655,3047410.109,873.584,TK
3645,523459.503,3047412.432,876.116,TK
3644,523462.731,3047416.795,878.852,TK
3560,523466.27,3047423.782,882.289,TK
3558,523470.723,3047429.076,883.16,TK
3556,523481.778,3047429.628,885.59,TK
3554,523492.059,3047429.575,889.108,TK
3553,523500.827,3047428.035,890.551,TK
3551,523507.286,3047428.138,893.597,TK
3519,523548.25,3047475.431,914.515,TK
3518,523550.338,3047473.969,915.351,TK
3517,523551.953,3047476.189,916.594,TK
3516,523550.632,3047477.869,917.029,TK
3515,523554.202,3047480.968,920.477,TK
3514,523558.048,3047480.545,921.65,TK
3492,523535.234,3047465.019,909.031,TK
3490,523524.562,3047454.98,904.506,TK
3489,523521.407,3047444.681,901.938,TK
3488,523517.213,3047436.035,899.955,TK
3452,523899.134,3047605.757,944.616,TK
3451,523893.402,3047610.412,942.352,TK
3449,523883.778,3047610.275,942.605,TK
2850,523824.959,3047608.871,938.247,TK
2849,523837.2,3047611.36,943.164,TK
2848,523864.188,3047605.65,944.267,TK
2847,523869.317,3047607.083,944.635,TK
2846,523919.608,3047593.588,945.848,TK
2845,523937.162,3047593.02,947.652,TK
2844,523950.254,3047580.351,952.232,TK
2843,523957.497,3047569.928,954.814,TK
2842,523973.841,3047572.137,966.33,TK
2841,523981.971,3047564.778,972.339,TK
2711,523779.054,3047577.332,934.45,TK
2710,523788.417,3047579.234,936.288,TK
2709,523797.521,3047585.741,937.006,TK
2708,523803.395,3047592.319,938.459,TK
2707,523830.332,3047609.912,940.429,TK
2706,523863.231,3047606.222,944.318,TK
2705,523836.051,3047610.596,942.678,TK
2696,523599.964,3047512.212,924.672,TK
2695,523616.076,3047518.055,924.611,TK
2693,523628.957,3047527.136,921.225,TK
2692,523641.367,3047534.301,919.962,TK
2691,523687.522,3047537.828,920.032,TK
2684,523688.424,3047541.375,920.635,TK
2682,523703.37,3047547.566,921.555,TK
2608,523578.779,3047487.334,925.798,TK
2607,523572.37,3047484.87,924.357,TK
2605,523561.654,3047481.122,922.532,TK
2377,524012.944,3047534.62,985.474,TK
2376,524006.754,3047532.479,984.619,TK
2374,523988.028,3047555.884,978.064,TK
2373,523988.441,3047549.525,979.35,TK
2372,523990.819,3047542.781,980.611,TK
2371,523995.945,3047541.078,982.847,TK
2370,523993.765,3047542.77,981.888,TK
5704,523464.037,3047607.364,996.704,THC
5703,523461.054,3047608.841,997.414,THC
5702,523462.349,3047611.405,997.59,THC
5685,523463.179,3047642.581,1008.515,THC
5684,523463.684,3047638.564,1007.172,THC
5683,523466.879,3047639.304,1007.091,THC
5595,523462.382,3047522.443,964.313,THC
5594,523458.608,3047526.041,964.143,THC
5593,523458.825,3047522.616,964.353,THC
5512,523465.479,3047483.149,947.187,THC
5511,523465.699,3047480.877,947.166,THC
5510,523468.732,3047480.81,946.973,THC
5141,523123.434,3047134.88,673.755,THC
5140,523121.235,3047132.237,673.783,THC
5139,523117.278,3047136.409,674.157,THC
1346,523539.69,3047720.636,1012.174,THC
1345,523543.121,3047721.846,1012.043,THC
1344,523541.594,3047726.339,1012.299,THC
1343,523549.647,3047725.702,1012.122,THC
1342,523552.34,3047728.58,1012.204,THC
1341,523548.639,3047732.398,1012.438,THC
6116,523587.718,3047345.703,838.443,RT
6113,523601.159,3047339.111,838.924,RT
6112,523606.365,3047331.619,836.488,RT
6108,523603.844,3047325.05,830.379,RT
6088,523602.361,3047320.451,828.999,RT
6085,523603.511,3047311.957,825.287,RT
5925,523573.171,3047411.91,873.993,RT
5919,523569.935,3047383.033,871.382,RT
5917,523577.614,3047398.013,876.146,RT
5915,523576.929,3047405.934,877.062,RT
5914,523576.929,3047405.933,877.061,RT
5565,523449.848,3047484.205,944.294,RT
4529,523375.102,3047326.855,829.613,RT
4526,523378.092,3047348.299,845.408,RT
4486,523393.98,3047237.609,761.316,RT
4484,523404.528,3047236.234,758.533,RT
4483,523410.52,3047237.113,754.18,RT
4482,523369.725,3047246.717,764.431,RT
4476,523431.747,3047225.977,739.789,RT
4475,523442.448,3047231.118,737.783,RT
4381,523634.38,3047180.475,722.187,RT
3837,523464.569,3047465.421,937.889,RT
3834,523454.524,3047476.411,941.06,RT
3820,523461.855,3047474.877,938.209,RT
3745,523377.063,3047371.788,851.283,RT
3743,523376.82,3047379.311,851.468,RT
3735,523384.557,3047359.304,853.028,RT
3734,523385.015,3047365.472,853.734,RT
2493,523483.352,3047451.505,930.892,RT
2492,523494.894,3047456.372,929.62,RT
2487,523498.864,3047461.122,926.313,RT
6120,523597.262,3047336.762,832.749,ROCK
6119,523588.782,3047340.293,832.49,ROCK
6117,523590.509,3047336.506,829.828,ROCK
6114,523586.769,3047336.171,825.601,ROCK
6111,523590.752,3047333.386,825.474,ROCK
6110,523596.642,3047331.227,827.297,ROCK
6109,523598.943,3047325.355,828.494,ROCK
4610,523291.346,3047160.856,661.345,ROCK
4609,523287.627,3047162.52,664.115,ROCK
4608,523292.258,3047162.121,661.316,ROCK
4607,523284.839,3047165.208,667.212,ROCK
4606,523292.408,3047164.952,662.107,ROCK
4605,523283.342,3047167.446,669.274,ROCK
4604,523293.012,3047169.601,663.097,ROCK
4603,523282.738,3047171.802,670.83,ROCK
4602,523294.665,3047174.635,664.571,ROCK
4601,523297.843,3047181.625,665.473,ROCK
4600,523301.213,3047183.537,663.279,ROCK
4599,523302.931,3047186.639,662.88,ROCK
4598,523282.707,3047176.046,673.302,ROCK
4597,523284.595,3047181.592,672.896,ROCK
4596,523284.63,3047187.074,673.957,ROCK
4595,523292.553,3047196.312,668.584,ROCK
4594,523282.485,3047192.557,674.532,ROCK
4593,523289.01,3047200.987,669.787,ROCK
4592,523282.871,3047198.03,674.703,ROCK
4591,523281.451,3047204.376,676.372,ROCK
4590,523285.055,3047204.886,671.975,ROCK
4528,523378.803,3047339.764,838.677,ROCK
4403,523686.345,3047161.278,690.879,ROCK
4402,523685.54,3047165.971,693.931,ROCK
4400,523468.795,3047221.687,724.695,ROCK
4399,523679.056,3047172.957,701.564,ROCK
4397,523682.528,3047182.214,707.145,ROCK
4394,523648.041,3047178.628,719.482,ROCK
4393,523513.457,3047237.32,740.782,ROCK
4392,523527.643,3047241.235,745.587,ROCK
4391,523548.359,3047241.785,746.916,ROCK
4390,523561.789,3047242.208,748.851,ROCK
4389,523572.31,3047234.413,753.997,ROCK
4388,523580.723,3047221.703,754.557,ROCK
4387,523589.903,3047211.417,754.825,ROCK
4386,523596.958,3047200.494,748.087,ROCK
4385,523615.762,3047194.272,739.035,ROCK
4384,523636.66,3047205.37,749.256,ROCK
4383,523619.047,3047188.143,733.553,ROCK
4382,523637.749,3047214.717,756.497,ROCK
4380,523627.153,3047178.862,723.403,ROCK
4379,523642.113,3047189.781,727.629,ROCK
4378,523653.264,3047198.126,737.64,ROCK
4377,523638.485,3047217.439,759.371,ROCK
4376,523645.228,3047218.066,759.279,ROCK
4375,523662.159,3047198.628,741.092,ROCK
4374,523653.747,3047219.401,759.902,ROCK
4373,523670.281,3047198.272,741.601,ROCK
4372,523675.089,3047206.031,742.18,ROCK
4371,523658.32,3047222.757,763.047,ROCK
4370,523662.637,3047225.015,761.843,ROCK
4369,523682.947,3047214.687,741.14,ROCK
4368,523686.332,3047220.859,746.44,ROCK
4367,523672.716,3047233.352,763.785,ROCK
4366,523691.995,3047225.068,750.203,ROCK
4365,523687.019,3047242.039,769.105,ROCK
4364,523708.772,3047236.739,757.262,ROCK
4363,523695.233,3047242.536,767.255,ROCK
4362,523703.603,3047247.519,768.757,ROCK
4361,523717.061,3047260.845,767.267,ROCK
4360,523723.661,3047259.423,762.635,ROCK
4359,523711.622,3047275.632,777.6,ROCK
4358,523708.506,3047277.313,781.583,ROCK
4357,523663.077,3047259.238,788.539,ROCK
4356,523655.523,3047256.952,788.013,ROCK
4355,523651.308,3047257.387,789.446,ROCK
4354,523647.671,3047254.549,788.774,ROCK
4352,523643.08,3047251.812,787.315,ROCK
4350,523639.845,3047250.681,787.553,ROCK
4347,523624.615,3047248.303,792.63,ROCK
4344,523615.599,3047244.5,796.281,ROCK
4342,523629.957,3047281.523,821.238,ROCK
4341,523607.432,3047238.987,795.902,ROCK
4340,523615.656,3047265.092,821.532,ROCK
4339,523596.216,3047250.798,793.678,ROCK
4338,523597.112,3047257.047,797.015,ROCK
4337,523607.336,3047256.081,807.557,ROCK
4336,523591.53,3047271.943,797.008,ROCK
4335,523577.594,3047301.429,804.718,ROCK
4334,523581.817,3047314.42,814.208,ROCK
4333,523574.606,3047288.781,787.528,ROCK
4332,523577.98,3047296.414,789.006,ROCK
4330,523572.99,3047321.462,822.352,ROCK
4329,523571.731,3047298.387,793.801,ROCK
4328,523566.925,3047322.582,823.742,ROCK
4327,523569.198,3047297.693,793.499,ROCK
4326,523566.547,3047325.795,826.086,ROCK
4325,523556.41,3047303.117,798.748,ROCK
4324,523555.275,3047331.157,813.756,ROCK
4323,523546.472,3047332.167,812.548,ROCK
4308,523514.128,3047381.897,873.837,ROCK
4307,523536.553,3047389.42,858.867,ROCK
4306,523499.354,3047382.482,862.957,ROCK
4290,523541.138,3047294.858,799.187,ROCK
4289,523523.457,3047296.341,801.059,ROCK
4287,523512.645,3047302.609,804.123,ROCK
4286,523508.546,3047258.375,769.366,ROCK
4279,523507.234,3047249.532,753.331,ROCK
4277,523516.744,3047237.686,741.296,ROCK
4274,523505.064,3047241.757,737.211,ROCK
4272,523499.951,3047257.033,760.796,ROCK
4270,523499.292,3047250.621,754.465,ROCK
4138,523514.71,3047220.502,708.805,ROCK
4103,523627.573,3047149.951,655.848,ROCK
3890,523581.217,3047361.012,862.358,ROCK
3889,523575.445,3047364.201,865.392,ROCK
3881,523574.342,3047358.07,856.905,ROCK
3880,523570.494,3047353.622,852.704,ROCK
3879,523569.825,3047350.614,849.705,ROCK
3877,523570.413,3047348.541,847.997,ROCK
3875,523574.027,3047341.604,842.36,ROCK
3874,523579.636,3047339.219,840.071,ROCK
3873,523567.123,3047342.701,838.762,ROCK
3872,523580.011,3047334.037,835.046,ROCK
3871,523575.089,3047332.724,836.238,ROCK
3870,523569.02,3047336.052,836.57,ROCK
3869,523564.474,3047344.238,838.76,ROCK
3867,523551.016,3047351.442,828.408,ROCK
3810,523465.389,3047440.8,898.754,ROCK
3809,523462.388,3047444.31,903.059,ROCK
3775,523370.981,3047384.587,840.16,ROCK
3772,523367.333,3047387.375,835.189,ROCK
3055,523984.214,3047514.151,966.739,ROCK
3054,523977.044,3047539.812,966.07,ROCK
3053,523967.971,3047555.057,962.323,ROCK
3049,523962.83,3047548.197,947.809,ROCK
3048,523967.912,3047537.719,949.854,ROCK
3047,523963.767,3047525.266,944.966,ROCK
3046,523960.659,3047515.303,939.338,ROCK
3043,523964.337,3047515.688,944.638,ROCK
3040,523980.13,3047504.02,948.287,ROCK
3035,523991.418,3047488.353,948.358,ROCK
3030,523989.165,3047475.319,932.237,ROCK
3029,523984.927,3047485.429,934.394,ROCK
3028,523978.125,3047492.26,934.396,ROCK
3027,523948.29,3047506.754,905.682,ROCK
3026,523966.574,3047501.433,934.061,ROCK
3025,523960.962,3047509.504,934.318,ROCK
3024,523957.888,3047515.227,931.919,ROCK
1491,523652.125,3047897.571,1052.887,RE-JNC
1490,523660.787,3047895.95,1052.496,RE-JNC
1489,523654.101,3047893.242,1052.996,RE-JNC
3493,523572.628,3047472.919,918.445,RE
3317,524016.712,3047559.898,998.417,RE
3316,524014.131,3047566.032,998.743,RE
3315,524005.475,3047571.222,1000.324,RE
3314,524002.486,3047582.518,1001.741,RE
3313,523999.314,3047583.107,1002.12,RE
3312,523995.77,3047590.182,1002.824,RE
3311,523999.079,3047591.392,1002.65,RE
3310,523995.204,3047598.657,1003.601,RE
3309,523999.467,3047605.055,1004.076,RE
3308,523996.219,3047605.403,1004.629,RE
3307,523997.264,3047612.159,1005.357,RE
3306,523994.346,3047609.922,1005.302,RE
3305,523992.272,3047620.224,1006.245,RE
3304,523990.012,3047618.769,1006.178,RE
3303,523989.347,3047631.471,1008.033,RE
3302,523986.314,3047631.105,1007.924,RE
3301,523989.908,3047638.344,1009.272,RE
3300,523985.727,3047638.777,1009.815,RE
3299,523987.438,3047645.772,1011.061,RE
3298,523984.345,3047643.424,1011.266,RE
3297,523983.621,3047650.58,1012.255,RE
3296,523981.028,3047647.881,1012.402,RE
3295,523979.289,3047653.916,1012.929,RE
3294,523975.163,3047652.832,1013.467,RE
3293,523969.21,3047660.675,1014.448,RE
3292,523968.793,3047657.258,1014.308,RE
3291,523963.124,3047662.862,1014.478,RE
3290,523962.399,3047660.222,1014.322,RE
3279,523922.897,3047709.511,1016.758,RE
3278,523920.835,3047706.815,1016.564,RE
3274,523924.353,3047701.032,1015.898,RE
3273,523927.475,3047702.566,1015.846,RE
3272,523932.784,3047695.679,1015.575,RE
3271,523929.423,3047693.031,1015.222,RE
3269,523939.701,3047691.376,1015.614,RE
3268,523938.257,3047687.115,1015.651,RE
3266,523944.654,3047682.274,1015.622,RE
3265,523947.751,3047684.963,1015.684,RE
3263,523951.185,3047673.906,1015.825,RE
3262,523955.099,3047674.598,1015.741,RE
3260,523959.905,3047666.751,1014.92,RE
3259,523957.603,3047664.329,1014.477,RE
3256,523964.166,3047662.453,1014.52,RE
3255,523963.69,3047659.388,1014.331,RE
3201,523894.851,3047765.572,1021.95,RE
3200,523891.011,3047762.355,1021.916,RE
3199,523899.649,3047754.677,1020.583,RE
3198,523896.884,3047750.948,1020.408,RE
3196,523902.016,3047741.794,1018.974,RE
3195,523905.486,3047742.257,1018.82,RE
3194,523907.109,3047733.695,1017.926,RE
3193,523910.415,3047734.54,1017.95,RE
3190,523910.876,3047727.988,1017.2,RE
3189,523914.331,3047728.393,1017.099,RE
3188,523913.713,3047721.214,1016.468,RE
3187,523917.423,3047721.424,1016.606,RE
3184,523915.952,3047715.716,1016.259,RE
3183,523918.891,3047716.915,1016.564,RE
3182,523921.715,3047711.545,1016.777,RE
3181,523919.392,3047709.87,1016.562,RE
2355,523531.852,3047759.053,1024.515,RE
2354,523539.905,3047761.717,1022.205,RE
2353,523545.913,3047761.599,1021.204,RE
2352,523547.079,3047756.221,1021.297,RE
2351,523536.881,3047757.142,1023.066,RE
2350,523540.567,3047756.959,1021.834,RE
2349,523538.902,3047755.183,1021.489,RE
2348,523543.081,3047752.771,1021.378,RE
2347,523539.323,3047751.77,1021.095,RE
2346,523535.719,3047753.958,1021.391,RE
2294,523909.002,3047736.544,1018.301,RE
2293,523907.776,3047732.625,1017.782,RE
2292,523902.932,3047747.942,1019.516,RE
2291,523901.357,3047743.672,1019.28,RE
2290,523896.769,3047761.934,1021.469,RE
2289,523893.718,3047757.504,1021.199,RE
2288,523891.024,3047773.115,1023.125,RE
2287,523888.261,3047769.516,1022.862,RE
2286,523886.168,3047785.067,1025.263,RE
2285,523883.06,3047780.511,1024.842,RE
2284,523883.024,3047794.389,1027.275,RE
2283,523880.444,3047790.649,1026.925,RE
2282,523881.087,3047801.602,1028.677,RE
2281,523877.15,3047801.807,1029.135,RE
2262,523880.366,3047804.206,1029.22,RE
2261,523879.621,3047793.99,1027.583,RE
2259,523877.668,3047799.168,1028.702,RE
2258,523878.094,3047814.208,1031.01,RE
2257,523873.95,3047811.756,1030.981,RE
2256,523877.049,3047819.452,1031.877,RE
2255,523871.718,3047823.609,1032.958,RE
2254,523875.458,3047825.663,1032.862,RE
2253,523866.113,3047833.423,1033.388,RE
2252,523868.362,3047838.011,1033.471,RE
2251,523857.074,3047845.505,1032.651,RE
2250,523857.115,3047845.487,1032.645,RE
2249,523859.815,3047846.715,1032.717,RE
2248,523849.666,3047854.666,1034.14,RE
2247,523853.034,3047857.155,1033.967,RE
2246,523841.975,3047860.973,1035.229,RE
2244,523844.266,3047864.457,1035.158,RE
2243,523832.132,3047866.834,1036.264,RE
2241,523824.434,3047869.06,1036.81,RE
2240,523825.248,3047873.806,1036.932,RE
1599,523833.893,3047866.26,1036.081,RE
1598,523821.114,3047876.784,1037.557,RE
1597,523825.085,3047868.964,1036.72,RE
1596,523813.462,3047880.686,1038.156,RE
1595,523814.793,3047875.057,1037.72,RE
1594,523807.859,3047886.091,1038.78,RE
1593,523807.597,3047880.227,1038.489,RE
1592,523801.3,3047893.029,1039.542,RE
1591,523801.229,3047886.841,1039.11,RE
1590,523794.328,3047901.672,1040.785,RE
1589,523795.425,3047894.117,1040.131,RE
1588,523790.697,3047906.272,1041.389,RE
1587,523789.518,3047900.827,1041.046,RE
1586,523784.737,3047911.392,1041.677,RE
1585,523781.919,3047905.65,1041.814,RE
1584,523777.156,3047911.277,1041.999,RE
1583,523777.304,3047907.235,1041.949,RE
1582,523770.025,3047910.584,1042.342,RE
1581,523772.525,3047906.599,1042.485,RE
1580,523766.321,3047908.02,1042.755,RE
1579,523767.3,3047902.942,1043.409,RE
1578,523760.372,3047903.271,1043.615,RE
1577,523761.732,3047897.513,1044.351,RE
1576,523751.905,3047896.261,1044.712,RE
1575,523753.348,3047892.018,1045.082,RE
1574,523746.166,3047894.561,1045.021,RE
1573,523746.953,3047890.002,1045.247,RE
1572,523738.92,3047889.276,1045.673,RE
1571,523739.888,3047894.079,1045.368,RE
1522,523729.559,3047895.75,1045.976,RE
1521,523718.228,3047903.472,1046.414,RE
1520,523722.844,3047895.992,1046.039,RE
1519,523707.755,3047909.011,1047.192,RE
1518,523712.129,3047902.971,1046.899,RE
1517,523695.067,3047912.205,1048.182,RE
1516,523703.048,3047906.362,1047.422,RE
1515,523687.067,3047914.642,1049.082,RE
1514,523694.717,3047907.996,1048.271,RE
1513,523679.296,3047916.889,1049.806,RE
1512,523685.623,3047909.792,1049.289,RE
1511,523674.747,3047918.314,1050.223,RE
1510,523671.131,3047916.547,1050.565,RE
1509,523673.728,3047910.626,1050.706,RE
1508,523662.986,3047908.654,1051.445,RE
1507,523667.084,3047905.064,1051.622,RE
1506,523655.421,3047901.508,1052.466,RE
1505,523660.694,3047895.46,1052.531,RE
1504,523657.839,3047889.105,1051.976,RE
1503,523654.835,3047891.43,1052.38,RE
1502,523652.924,3047879.366,1051.282,RE
1501,523650.143,3047881.188,1051.593,RE
1500,523644.858,3047868.764,1050.686,RE
1499,523642.762,3047871.072,1050.81,RE
1488,523643.808,3047868.069,1050.591,RE
1487,523651.74,3047897.223,1052.945,RE
1486,523637.509,3047868.559,1050.418,RE
